id,employee_id,department,performance_score,years_with_company,salary
725,725,Services,7.08,13,475.28
726,726,Human Resources,59.01,14,1805.55
727,727,Training,71.54,15,1496.04
728,728,Training,6.06,13,1707.9
729,729,Accounting,57.7,5,2371.55
730,730,Research and Development,65.67,7,2742.95
731,731,Legal,64.54,10,1204.92
732,732,Research and Development,85.77,18,987.72
733,733,Training,67.74,14,2755.26
734,734,Legal,23.59,14,2451.41
735,735,Services,86.31,14,908.15
736,736,Sales,8.53,14,1669.04
737,737,Product Management,7.75,1,2517.81
738,738,Sales,47.08,8,671.62
739,739,Legal,89.47,5,2111.21
740,740,Research and Development,50.36,11,1101.09
741,741,Accounting,30.92,8,2251.06
742,742,Legal,90.91,7,1999.32
743,743,Legal,43.19,1,2686.83
744,744,Business Development,40.11,3,2039.18
745,745,Human Resources,59.86,15,1421.72
746,746,Sales,2.32,14,1283.32
747,747,Services,4.98,14,1472.25
748,748,Training,26.03,3,1153.32
749,749,Business Development,44.96,17,1225.96
750,750,Marketing,27.19,2,2560.21
751,751,Business Development,49.45,4,686.72
752,752,Accounting,65.66,2,625.16
753,753,Research and Development,76.18,11,1195.36
754,754,Accounting,39.34,7,1142.94
755,755,Research and Development,11.03,7,556.41
756,756,Research and Development,97.07,7,1337.29
757,757,Legal,35.98,2,1621.85
758,758,Engineering,1.28,4,1116.05
759,759,Engineering,30.34,19,2318.67
760,760,Human Resources,44.08,12,1208.23
761,761,Engineering,86.04,13,2578.01
762,762,Research and Development,34.58,2,2768.13
763,763,Marketing,30.85,18,1535.05
764,764,Legal,84.08,9,1272.71
765,765,Product Management,70.01,12,1912.05
766,766,Accounting,64.6,4,865.28
767,767,Accounting,24.87,3,2738.73
768,768,Legal,44.71,3,612.71
769,769,Legal,69.96,9,1879.17
770,770,Legal,77.36,9,2218.85
771,771,Training,39.98,17,1681.52
772,772,Support,9.9,8,2382.43
773,773,Accounting,35.54,7,2164.7
774,774,Business Development,86.13,18,2945.67
775,775,Marketing,84.68,3,2260.13
776,776,Accounting,31.64,12,681.95
777,777,Engineering,94.35,6,1974.15
778,778,Product Management,47.55,4,2413.57
779,779,Product Management,59.85,1,959.58
780,780,Human Resources,44.68,9,1994.57
781,781,Business Development,17.95,6,2540.67
782,782,Training,28.99,9,2307.12
783,783,Human Resources,89.81,1,806.11
784,784,Human Resources,60.61,6,475.85
785,785,Training,66.94,9,1163.02
786,786,Support,16.38,5,1155.26
787,787,Human Resources,91.01,13,1743.75
788,788,Product Management,66.33,6,934.32
789,789,Sales,47.39,17,2207.7
790,790,Research and Development,35.19,4,984.14
791,791,Business Development,75.46,10,459.26
792,792,Business Development,68.38,16,1999.68
793,793,Human Resources,23.49,18,556.32
794,794,Services,63.05,17,2802.39
795,795,Legal,83.83,16,2777.72
796,796,Accounting,4.66,6,2461.27
797,797,Product Management,20.74,15,1428.62
798,798,Sales,12.95,13,1753.51
799,799,Engineering,47.0,5,826.19
800,800,Training,20.7,5,721.56
801,801,Accounting,60.01,18,2769.67
802,802,Business Development,76.58,13,2958.32
803,803,Engineering,55.1,11,2329.58
804,804,Support,31.17,15,536.75
805,805,Accounting,44.79,15,665.84
806,806,Sales,71.75,11,1071.73
807,807,Research and Development,77.27,12,839.95
808,808,Sales,32.5,17,1504.65
809,809,Training,42.52,18,2096.8
810,810,Training,97.18,9,984.06
811,811,Services,64.54,11,1926.58
812,812,Engineering,50.1,1,2912.77
813,813,Engineering,46.86,6,2453.29
814,814,Accounting,34.06,20,1204.77
815,815,Services,84.38,15,941.71
816,816,Research and Development,4.22,10,985.86
817,817,Product Management,88.93,20,1690.9
818,818,Accounting,80.01,18,2150.89
819,819,Business Development,10.9,19,2590.34
820,820,Research and Development,4.29,1,2471.66
821,821,Services,8.27,4,2304.16
822,822,Support,89.91,8,950.8
823,823,Legal,85.85,11,896.11
824,824,Services,94.56,1,1865.5
825,825,Marketing,57.07,6,1263.41
826,826,Business Development,49.53,8,1585.6
827,827,Services,61.2,4,2553.0
828,828,Product Management,38.86,14,1643.08
829,829,Legal,41.84,20,2514.15
830,830,Support,98.75,16,2539.41
831,831,Services,26.9,12,2616.77
832,832,Sales,17.76,15,2303.82
833,833,Business Development,88.27,20,2582.89
834,834,Business Development,39.02,19,2351.86
835,835,Business Development,35.16,14,1346.11
836,836,Accounting,69.25,12,1506.75
837,837,Research and Development,66.82,1,1314.61
838,838,Support,22.38,6,1609.53
839,839,Product Management,11.73,13,1428.74
840,840,Support,31.36,9,1785.23
841,841,Services,48.88,18,2614.46
842,842,Marketing,99.77,13,1003.94
843,843,Legal,53.78,20,2269.65
844,844,Services,84.92,7,2333.2
845,845,Business Development,61.98,13,532.79
846,846,Services,93.91,7,1793.77
847,847,Marketing,68.24,5,2976.95
848,848,Services,5.43,17,591.3
849,849,Legal,66.51,20,1962.54
850,850,Business Development,16.69,18,1840.73
851,851,Marketing,89.28,9,1266.54
852,852,Training,52.55,12,1877.06
853,853,Accounting,19.59,10,2319.25
854,854,Research and Development,48.83,9,1959.4
855,855,Support,23.02,19,1332.08
856,856,Human Resources,71.39,17,2259.21
857,857,Product Management,77.1,5,2807.46
858,858,Business Development,55.65,12,1236.86
859,859,Sales,71.33,17,1775.26
860,860,Marketing,11.87,4,2080.66
861,861,Marketing,45.34,16,730.47
862,862,Services,91.04,10,2993.44
863,863,Product Management,17.16,19,1318.57
864,864,Support,96.99,10,852.14
865,865,Human Resources,61.4,15,2787.47
866,866,Business Development,79.81,14,2132.38
867,867,Product Management,24.91,18,2417.95
868,868,Marketing,15.17,7,1483.54
869,869,Human Resources,18.65,6,2331.16
870,870,Sales,30.31,2,1665.1
871,871,Sales,7.39,18,1323.69
872,872,Legal,96.79,8,1079.46
873,873,Sales,33.03,8,2527.43
874,874,Accounting,37.5,12,2600.78
875,875,Business Development,64.07,5,2093.49
876,876,Human Resources,98.67,6,1433.76
877,877,Legal,13.03,10,1132.5
878,878,Research and Development,67.43,8,1730.12
879,879,Research and Development,54.91,10,1050.69
880,880,Research and Development,32.72,7,1956.16
881,881,Accounting,93.78,17,1688.14
882,882,Product Management,75.38,13,2436.5
883,883,Engineering,5.35,16,2865.02
884,884,Engineering,10.47,6,2798.64
885,885,Legal,79.39,15,2437.69
886,886,Marketing,59.35,4,2891.17
887,887,Accounting,40.58,20,994.77
888,888,Services,76.44,1,959.23
889,889,Product Management,12.04,16,2855.94
890,890,Human Resources,64.07,17,2597.32
891,891,Product Management,63.73,20,596.77
892,892,Research and Development,14.42,2,1019.05
893,893,Training,32.57,17,597.64
894,894,Training,15.26,7,1889.01
895,895,Research and Development,15.99,13,1731.88
896,896,Support,62.99,20,734.87
897,897,Accounting,7.07,9,2558.63
898,898,Accounting,68.61,2,722.61
899,899,Human Resources,94.5,4,1378.85
900,900,Support,91.56,6,1376.82
901,901,Support,41.4,2,1847.22
902,902,Product Management,50.88,7,1294.89
903,903,Legal,88.67,3,2455.78
904,904,Product Management,81.53,13,1520.67
905,905,Research and Development,88.43,18,816.81
906,906,Training,96.74,5,1502.84
907,907,Research and Development,66.32,10,1930.05
908,908,Business Development,55.26,12,1913.51
909,909,Engineering,8.47,8,1534.24
910,910,Business Development,97.47,10,1853.57
911,911,Accounting,6.67,18,1990.14
912,912,Research and Development,87.52,10,757.36
913,913,Engineering,84.07,12,2248.61
914,914,Accounting,66.11,4,665.55
915,915,Training,27.52,4,914.27
916,916,Engineering,43.91,4,2843.98
917,917,Business Development,64.41,19,2962.84
918,918,Product Management,99.11,17,2320.59
919,919,Business Development,11.66,8,1621.1
920,920,Support,39.61,18,2725.64
921,921,Product Management,67.78,15,1217.01
922,922,Research and Development,82.88,13,806.53
923,923,Product Management,29.53,15,2913.48
924,924,Accounting,29.86,14,2323.05
925,925,Services,71.71,11,2470.39
926,926,Accounting,59.04,3,1546.47
927,927,Business Development,63.55,14,1313.78
928,928,Accounting,63.41,11,2563.15
929,929,Business Development,28.42,17,632.55
930,930,Engineering,89.63,13,1628.32
931,931,Legal,43.92,1,896.19
932,932,Services,84.5,17,2932.51
933,933,Legal,74.49,10,1346.71
934,934,Services,84.8,2,1362.52
935,935,Services,97.91,5,1777.25
936,936,Marketing,48.87,15,648.58
937,937,Marketing,93.06,6,1743.28
938,938,Human Resources,22.05,10,1309.64
939,939,Sales,79.02,7,476.91
940,940,Marketing,22.05,10,1397.82
941,941,Engineering,86.93,18,1073.11
942,942,Sales,21.52,8,2752.85
943,943,Services,75.09,10,2102.25
944,944,Training,56.34,16,463.94
945,945,Engineering,44.37,16,2875.39
946,946,Engineering,39.11,8,1154.35
947,947,Research and Development,72.19,11,1461.86
948,948,Services,23.95,3,1804.22
949,949,Human Resources,25.65,17,1201.37
950,950,Legal,86.77,4,639.81
951,951,Business Development,37.04,18,756.48
952,952,Sales,49.3,7,549.2
953,953,Marketing,82.99,13,1343.02
954,954,Training,87.01,8,2031.63
955,955,Human Resources,18.83,3,1275.37
956,956,Legal,70.81,8,916.05
957,957,Human Resources,33.82,18,2768.83
958,958,Research and Development,71.17,1,1743.32
959,959,Engineering,41.86,14,2311.58
960,960,Accounting,31.17,1,730.61
961,961,Business Development,95.03,15,1815.99
962,962,Engineering,42.82,13,1765.68
963,963,Sales,59.58,13,2694.05
964,964,Research and Development,25.43,5,801.48
965,965,Training,50.32,16,514.22
966,966,Marketing,50.53,14,2185.56
967,967,Business Development,26.46,14,1765.66
968,968,Sales,32.04,17,2847.74
969,969,Training,90.97,1,2887.36
970,970,Human Resources,2.82,18,1502.88
971,971,Training,40.62,10,466.31
972,972,Sales,59.1,3,853.87
973,973,Marketing,2.15,3,2720.44
974,974,Marketing,90.59,20,773.58
975,975,Product Management,95.55,10,1839.24
976,976,Engineering,98.53,11,1336.75
977,977,Sales,45.46,15,2142.5
978,978,Services,5.07,14,1881.86
979,979,Accounting,98.69,17,2390.28
980,980,Training,71.57,10,2269.26
981,981,Marketing,56.18,13,1426.66
982,982,Support,5.87,3,2798.27
983,983,Training,85.38,2,1084.91
984,984,Product Management,21.5,20,2505.36
985,985,Business Development,56.72,12,524.15
986,986,Accounting,60.72,18,2900.93
987,987,Legal,21.61,9,2649.12
988,988,Sales,43.93,12,1933.8
989,989,Engineering,12.43,10,2223.14
990,990,Human Resources,90.75,1,2840.83
991,991,Marketing,93.52,16,2206.87
992,992,Engineering,39.22,15,1920.93
993,993,Training,75.63,16,1903.47
994,994,Product Management,1.55,15,2164.85
995,995,Product Management,67.89,13,2982.37
996,996,Business Development,71.53,12,1335.93
997,997,Business Development,73.27,13,2733.3
998,998,Support,25.18,18,1798.52
999,999,Product Management,14.49,20,2999.45
1000,1000,Accounting,12.81,10,2085.62
